Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,Description,HasTraverse,HasSloper,Hascrimp,Hassloper,Hastraverse,Hasarete,Hasjug,Hasundercling,Hascave,Hasroof,Haspinch,Hasmantle
Pick your poison,Interceptor Boulder > Asteroid Boulder Area > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/118111174/pick-your-poison,1.8,-1,Boulder,V2,1,15,34.01191,-116.15107,"[<div class=""fr-view"">Sit start using two good opposing crimp rails and good edges for feet, span up and right toward two thin but solid crimps. Utilizing a good rail under the crimps (easiest beta, but pick your poison *giggity* ) work your feet up until you can mantle onto the slab to your right. Slab stroll to the top!<br/><br/>Established: Nate Pierce<br/>FA: Danny Kommel</div>, <div class=""fr-view"">North face of the Interceptor boulder, to the left of Interceptor(V0).<a href="""" rel=""nofollow noopener noreferrer"" target=""_blank"">null</a></div>, <div class=""fr-view"">Pad</div>]",0,0,1,0,0,0,0,0,0,0,0,1
J.B. Supreme,Supreme Boulder > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106465612/jb-supreme,2.1,-1,Boulder,V2,1,12,34.01436,-116.16846,"[<div class=""fr-view"">SDS at a fat flake, reach for a good edge, and then continue up to the horizontal rail. Mantle the rail and then shuffle leftwards to an easy topout. Better than it looks with some fun movement. <br/> <br/> Descend off to the right down stacked boulders.</div>, <div class=""fr-view"">Right side of the West Face.</div>, <div class=""fr-view"">pad, spotter to keep you off the shelf of rock at the base</div>]",0,0,0,0,0,0,0,0,0,0,0,1
Unnamed V1 (one),Boulder 1 > Lonely Stones 2 > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/121626834/unnamed-v1-one,2.3,-1,Boulder,V1,1,13,34.08707,-116.25005,"[<div class=""fr-view""><p>This is the harder of the two V1 on the southern face. Sit start with hands on some side pulls and squeeze hard for a move or two until you get to some good holds. Continue up and right along the arete to the peak following good hand and foot holds along the way or pull over onto the ""slab"" at any point.</p></div>, <div class=""fr-view""><p>Left side of the south face, just to the right of the slab ramp</p></div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,1,0,0,0,0,0,0
Unnamed v4,Yabo Roof Area > JBMF Boulders > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/114012215/unnamed-v4,2.3,-1,Boulder,V4,1,14,34.01468,-116.1658,"[<div class=""fr-view"">Yabo start at a flake. Figure out the creative start and inch over on crimpy slopers, or are they slopey crimpers? Fun and slabby topout past the low crux moves.</div>, <div class=""fr-view"">directly behind Yabo Roof.</div>, <div class=""fr-view"">pad</div>]",0,0,1,1,0,0,0,0,0,1,0,0
Base Layer,Base Layer Boulder > Towers of Uncertainty > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/108493975/base-layer,2.5,-1,Boulder,V1-2,1,10,33.9663,-116.08623,"[<div class=""fr-view"">SDS at sloping ledge in center of the east face, climb up more or less the center face on edges, pinches and small jugs to a jtree topout. Fun with variations.</div>, <div class=""fr-view""><p>Southeast of Cave Rock and east side of Lava Dome.</p></div>, <div class=""fr-view"">Pad</div>]",0,0,0,0,0,0,1,0,1,0,1,0
Unnamed V3,Bighorn Boulder > Bighorn Pass Boulders > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/120112836/unnamed-v3,2.3,-1,Boulder,V3-,1,12,34.02828,-116.12237,"[<div class=""fr-view""><p>Sit start from a good ledge. Move up and right following a gently overhanging face with decent edges to a big horn.<br/><br/>Miramontes guide calls this a V3. it's baby soft for the grade</p></div>, <div class=""fr-view""><p>Right edge of the bighorn boulder beneath an overhang of sorts</p></div>, <div class=""fr-view"">a pad or 2, spotter for peace of mind to guard from a spiky bush</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Death Spiral,Lynn Hill Memorial Boulder > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106120037/death-spiral,2.6,-1,Boulder,V3 PG13,1,25,34.00377,-116.14932,"[<div class=""fr-view"">Located on the north face of the boulder at a scooped out area that's about 15' left of <a href=""https://www.mountainproject.com/route/106120047/easy-flake"">Easy Flake</a> (5.7 R), the obvious right-slanting flake system. <br/> <br/> Thin, technical edge climbing up a vertical face gain a ""lip"" of sorts at about 15' where the angle kicks back but the holds don't really get any better. Finish by heading either up and left or right, but beware the direct with it's hollow flakes and creaky edges. </div>, <div class=""fr-view"">pads, spotter</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Duncecap Finish,Simpleton Rock > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109148777/duncecap-finish,2.3,-1,Boulder,V3,1,15,34.0028,-116.14955,"[<div class=""fr-view"">Climb the Simpleton, but instead of following juggy exit right, continue straight up and left a little bit to top out at the very rounded top of the boulder.</div>, <div class=""fr-view"">Simpleton rock</div>, <div class=""fr-view"">Pads and spotters</div>]",0,0,0,0,0,0,1,0,0,0,0,0
Fire' or Retire',Fire' or Retire' Boulder > HVCG East > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/108087363/fire-or-retire,2.6,-1,Boulder,V5,1,16,34.01818,-116.16039,"[<div class=""fr-view"">Delicate steep slab with tiny black nubbins to gain a sloping shelf and then easier moves to the top of the boulder. Best done in the shade and/or colder weather to ensure success on this often tried but seldom done problem.</div>, <div class=""fr-view"">Center of the boulder's south face.</div>, <div class=""fr-view"">Pad, maybe a spotter</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Flight Attendant (sit),Flight Attendant Rock > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106742700/flight-attendant-sit,3,-1,Boulder,V7,1,15,33.98306,-116.15544,"[<div class=""fr-view"">SDS at some small incut flakes and work up and right into a tough undercling/pinch before moving back left into the regular version of the problem where more sharp edges lead to a long reach/throw for the lip.</div>, <div class=""fr-view"">On the northeast prow of a small boulder just just east of the sharp <a href=""https://www.mountainproject.com/route/106159656/gibbs-arete"">Gibbs Arete</a>.</div>, <div class=""fr-view"">A pad or two, a spotter is nice for the top section</div>]",0,0,0,0,0,1,0,1,0,0,1,0
Browning Slab,Xenolithic Boulder > Loveland Bouldering > Pinto Basin (aka Eastern Territorries) > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106379351/browning-slab,2.3,-1,Boulder,V0+ R,1,20,34.01707,-116.04227,"[<div class=""fr-view"">This high quality but heady problem climbs the right side of the immaculate slab around and right of <a href=""https://www.mountainproject.com/route/105722866/psyche"">Psyche</a> (V4). <br/> <br/> Start from the lowest point where the slab touches the ground and commit to tenuous slab moves on excellent rock that lead up and right past a large ledge and then up the steepening slab above past some questionable holds to an exciting lip encounter 20' up.</div>, <div class=""fr-view"">Right side of the North Face.</div>, <div class=""fr-view"">pads, spotters</div>]",0,0,0,0,0,0,0,0,0,0,0,0
How's Your Papa?,Family Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105910586/hows-your-papa,2.3,-1,Boulder,V4,1,10,34.02065,-116.16221,"[<div class=""fr-view"">Crimp, slap, grope, and wrestle up the arete to a big throw for the top.</div>, <div class=""fr-view"">On the left arete.</div>, <div class=""fr-view"">Pad.</div>]",0,0,1,0,0,1,0,0,0,0,0,0
Herbaliser,Collieherb Boulder > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106314646/herbaliser,2,-1,Boulder,V2,1,15,33.9884,-116.16268,"[<div class=""fr-view"">Immediately left of <a href=""https://www.mountainproject.com/route/105723307/herbivore"">Herbivore</a> is this thin and balancy slab which utilizes a key left hand crystal pinch midway and gets easier the higher you go. <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">Just left of <a href=""https://www.mountainproject.com/route/105723307/herbivore"">Herbivore</a> on the east face of the boulder.</div>, <div class=""fr-view"">Pad; a spotter is nice due to a rock just left of the base.</div>]",0,0,0,0,0,0,0,0,0,0,1,0
Flatface Left,Jimmy Cliff Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106667579/flatface-left,2.3,-1,Boulder,V2,1,12,34.01273,-116.1793,"[<div class=""fr-view"">This easier version of <em>Flatface</em> tackles steep thin edges up and left to a prominent rail which gives access to the lip where an easy mantle tops it off. <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">Left side of the southwest face.</div>, <div class=""fr-view"">pad, spotter (to keep you off a rock at the base)</div>]",0,0,0,0,0,0,0,0,0,0,0,1
Sombrero,The Hatrack > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725557/sombrero,1.5,-1,Boulder,V0-1,1,10,33.98928,-116.16353,"[<div class=""fr-view"">Directly behind the Handicapped Parking at Cap Rock is a long, low boulder (The Hatrack) with boulder problems on all sides of it. <br/> <br/>  This is the left-most problem on the west face of The Hatrack and climbs a pseudo-crack to sloping topout. You'll encounter one good fingerlock but other than that it's all friction and pimping crystals as you stretch for the top - being tall helps on this one. One star out of five.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Pixie Slab Left,Pixie Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106400401/pixie-slab-left,1.5,-1,Boulder,V0-,1,10,34.09441,-116.15612,"[<div class=""fr-view"">SDS at the obvious rail and moves up and onto the left side of the slab. Can be done from a standing start which is about V-easy. <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">Left side of the West Face.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Amigo,Sidekick Boulder > Big Brother Boulders > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106340735/amigo,1.5,-1,Boulder,V-easy,1,10,34.00036,-116.14668,"[<div class=""fr-view"">Climbs the featured face/slab right of Squirt (V0). Fairly easy but it might be a good problem for beginners or children. <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">10' right of Squirt.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Hensel Face,JBMF Boulder > JBMF Boulders > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725449/hensel-face,2.2,-1,Boulder,V2,1,15,34.0152,-116.16631,"[<div class=""fr-view""><p><span style=""background-color: transparent;"">Starts from the edge of a shelf with a foot on a small crack and works up and left on the improbable slab via small crimps/crystals for your hands and sloping smears for your feet to a finishing jug.</span></p><ul><li><span style=""background-color: transparent;"">Â A good spot is necessary on this as it has a bad fall potential, especially near the start.Â </span></li></ul></div>, <div class=""fr-view""><p>West face of the boulder and just around from the Lechlinski Corner.</p></div>, <div class=""fr-view""><p>Pad, spotter</p></div>]",0,0,1,0,0,0,1,0,0,0,0,0
Hemingway Block,Hemingway Boulder-1 > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/116703751/hemingway-block,2.6,-1,Boulder,5.9 V-easy,1,10,34.02399,-116.17718,"[<div class=""fr-view"">Start with your hands on the arete and your body and feet positioned on to the left side of the arete. Grab the big 3 inch ledge that is in the middle of the route and from their dynamically jump up and grab the jug that is the top of the wall. The mantle is one of the easiest you will find outdoors.<div><a href=""https://cdn2.apstatic.com/forum/101481.jpg""><img class=""img-fluid lazy forum-img"" data-original=""https://cdn2.apstatic.com/forum/101481.jpg""/></a></div></div>, <div class=""fr-view"">the start is a side grab of the arete on the left side of the boulder (depicted in the attached photo.<div><a href=""https://cdn2.apstatic.com/forum/101482.jpg""><img class=""img-fluid lazy forum-img"" data-original=""https://cdn2.apstatic.com/forum/101482.jpg""/></a></div></div>, <div class=""fr-view"">Bouldering Crash Pad</div>]",0,0,0,0,0,1,1,0,0,0,0,1
Mushroom Problem,Mushroom Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106159860/mushroom-problem,1.9,-1,Boulder,V0-,1,12,33.98594,-116.15891,"[<div class=""fr-view""><p>The description for this problem in the bouldering guide is totally misleading as it's not that grainy, not that hard and not that bad.Â </p><p>Pull into a chimney/slot and climb steep jugs to a chimney move and top out - it's about 5.8 in difficulty. Reverse<span style=""background-color: transparent;"">Â the problem to descend or jump off.</span></p></div>, <div class=""fr-view""><p>Located on the south side of the boulder.</p></div>, <div class=""fr-view"">Pad</div>]",0,0,0,0,0,0,1,0,0,0,0,0
